768 3 457191985 148480 1 57515126 222304
800 2,2 547578109 161036 1 64986747 241136
832 3 596296979 174104 2 73046509 260736
864 3,2 689854156 187684 2 81771982 281104
896 5 732247477 201776 2 91131669 302240
928 5 854854814 216380 2 101223951 324144
960 6 916007793 231496 3 111995619 346816
992 6 1044291686 247124 3 123539331 370256
1024 25,2 1078862020 263264 3 135798404 394464
