515 0.760580 0.202675
579 1.112673 0.298098
643 1.520706 0.404698
707 2.126617 0.563051
771 3.460827 0.793017
835 4.305091 1.109199
899 5.481835 1.428868
963 7.174549 1.864743
1027 9.212051 2.383776
1091 11.615964 2.966613
1155 14.829660 3.787702
1219 18.426099 4.758453
1283 22.558092 5.743184
1347 26.923421 6.923261
1411 32.737825 8.206687
1475 38.091235 9.646367
1539 43.305135 11.127041
