1024	2.0183456	0.00255446
2048	2.145271	0.0100013
3072	2.198268	0.0229935
4096	2.37389	0.0384912
5120	2.575384	0.0598421
6144	2.48008	0.0880469
7168	2.14698	0.119713
8192	2.77475	0.156159
9216	2.93092	0.197676
10240	3.15705	0.243832
11264	3.50681	0.294636
12288	3.7528	0.333212
13312	4.42536	0.390732
14336	4.87234	0.469074
15360	5.24636	0.557338
16384	5.376	0.630698
